avg_reward,success_rate,loss,entropy
0.1329886019229889,0.03125,2.3990390300750732,197.8689422607422
0.07818479835987091,0.0,2.3958425521850586,204.13006591796875
0.09827902913093567,0.015625,1.840867042541504,182.30615234375
0.1747736930847168,0.0625,1.993917465209961,169.3745880126953
0.06489738821983337,0.0,1.8356256484985352,162.17791748046875
0.1090991348028183,0.03125,1.978484869003296,176.67916870117188
0.09557422995567322,0.015625,1.9612287282943726,160.94552612304688
0.12072165310382843,0.03125,1.73410964012146,164.41590881347656
0.1355825960636139,0.03125,1.7462996244430542,149.2982940673828
0.11852693557739258,0.03125,1.4759786128997803,143.74827575683594
0.07449032366275787,0.0,1.9438114166259766,147.20167541503906
0.10395178198814392,0.015625,1.6069087982177734,132.7460479736328
0.104122094810009,0.015625,1.845234990119934,131.34115600585938
0.0992184579372406,0.015625,1.4780240058898926,121.71167755126953
0.06634398549795151,0.0,1.178659439086914,98.71573638916016
0.08858832716941833,0.015625,1.3459107875823975,106.48591613769531
0.10852710902690887,0.015625,1.1896783113479614,106.0541000366211
0.0854005366563797,0.0,1.207930326461792,95.34613800048828
0.05000986531376839,0.0,1.3638343811035156,105.86013793945312
0.09981472790241241,0.0,0.7899572849273682,72.63519287109375
0.10668178647756577,0.0,0.7727682590484619,57.544368743896484
0.10496177524328232,0.03125,0.9955915212631226,66.03672790527344
0.1113986223936081,0.015625,1.087820053100586,71.93212127685547
0.08844798803329468,0.015625,0.810917854309082,63.64985275268555
0.07637938857078552,0.0,0.7609434127807617,54.90361785888672
0.03603360801935196,0.0,0.7016222476959229,50.6151008605957
0.12238079309463501,0.015625,0.6763026118278503,55.61389923095703
0.11783561110496521,0.015625,0.6269863843917847,49.63250732421875
0.07878444343805313,0.0,0.591200053691864,45.84444046020508
0.06728397309780121,0.0,0.617617666721344,45.72603988647461
0.10019223392009735,0.015625,0.6397535800933838,43.146018981933594
0.12357505410909653,0.03125,0.45634979009628296,34.57431411743164
0.15853850543498993,0.046875,0.5385481119155884,37.8080940246582
0.08841663599014282,0.0,0.5652807354927063,35.16996383666992
0.0794457346200943,0.0,0.5101504921913147,36.316951751708984
0.1360635906457901,0.03125,0.4227159321308136,33.71410369873047
0.07959038764238358,0.015625,0.48380354046821594,29.357755661010742
0.07689906656742096,0.0,0.40814438462257385,25.354534149169922
0.1371590793132782,0.03125,0.3726889193058014,28.637102127075195
0.18376067280769348,0.046875,0.30602994561195374,27.49571990966797
0.07527108490467072,0.0,0.4279278516769409,29.699460983276367
0.061882562935352325,0.0,0.37473759055137634,25.261409759521484
0.08556561172008514,0.0,0.4331536591053009,27.557851791381836
0.13818269968032837,0.03125,0.39659592509269714,31.8466854095459
0.08504927158355713,0.0,0.42592164874076843,28.50333023071289
0.10266168415546417,0.046875,0.4913513958454132,33.195255279541016
0.1052539199590683,0.0,0.4444473683834076,25.587873458862305
0.07443389296531677,0.0,0.4180966019630432,28.139053344726562
0.07847333699464798,0.0,0.3625464141368866,26.96661376953125
0.13360312581062317,0.046875,0.3118722438812256,28.255889892578125
0.07422742992639542,0.0,0.4866730570793152,31.851482391357422
0.08261534571647644,0.0,0.38021355867385864,26.818115234375
0.1038505882024765,0.015625,0.38070523738861084,28.149873733520508
0.09083545953035355,0.0,0.44436484575271606,29.675317764282227
0.10313038527965546,0.0,0.3937975764274597,26.821550369262695
0.1275458186864853,0.03125,0.4569307267665863,28.158485412597656
0.0930006355047226,0.0,0.527856171131134,36.73701095581055
0.14027045667171478,0.0,0.39254578948020935,29.353511810302734
0.1264999508857727,0.0,0.36115285754203796,23.11129379272461
0.10767091065645218,0.015625,0.44959884881973267,27.213367462158203
0.07007832825183868,0.0,0.3845541477203369,21.466127395629883
0.13170933723449707,0.015625,0.3669581413269043,25.56283950805664
0.166292205452919,0.03125,0.5146893262863159,27.25250244140625
0.09695786237716675,0.0,0.3238905966281891,23.048992156982422
0.09651084244251251,0.0,0.2721728980541229,22.47374725341797
0.09697756916284561,0.0,0.40065038204193115,28.743022918701172
0.0583491325378418,0.0,0.4538910984992981,28.817644119262695
0.0796576589345932,0.0,0.33958908915519714,23.12649917602539
0.11737163364887238,0.0,0.37188416719436646,26.025117874145508
0.1156529039144516,0.0,0.35568076372146606,23.86164093017578
0.12070223689079285,0.03125,0.35419875383377075,29.59762191772461
0.16840636730194092,0.015625,0.2648544907569885,20.016521453857422
0.27940502762794495,0.125,0.36063694953918457,23.455411911010742
0.22511139512062073,0.0625,0.3272605538368225,23.77564239501953
0.11712133884429932,0.0,0.418783038854599,28.61961555480957
0.11312689632177353,0.0,0.4184134304523468,26.47513198852539
0.09136930108070374,0.0,0.44299420714378357,27.6971435546875
0.14598087966442108,0.0,0.3500017523765564,28.346149444580078
0.11367519944906235,0.0,0.48560214042663574,34.67896270751953
0.07917182147502899,0.0,0.4381358325481415,30.36851692199707
0.1887689083814621,0.078125,0.4159751832485199,27.950603485107422
0.10499998182058334,0.0,0.35061565041542053,24.098674774169922
0.11551443487405777,0.0,0.3538541793823242,24.45142364501953
0.11230970174074173,0.0,0.414310485124588,27.823318481445312
0.09592190384864807,0.0,0.39196959137916565,25.677505493164062
0.13325515389442444,0.0,0.34756186604499817,24.155231475830078
0.16623252630233765,0.046875,0.2906953990459442,22.562305450439453
0.10823118686676025,0.015625,0.37703293561935425,25.13718605041504
0.07883875072002411,0.0,0.2819814682006836,24.327775955200195
0.11564303934574127,0.0,0.3634583055973053,27.696914672851562
0.12929289042949677,0.015625,0.404519259929657,25.699941635131836
0.11168792098760605,0.015625,0.4428189992904663,31.923303604125977
0.13213160634040833,0.0,0.2776716351509094,22.378198623657227
0.2723735570907593,0.125,0.3441830277442932,23.808021545410156
0.12361195683479309,0.015625,0.29628145694732666,19.64137077331543
0.08209952712059021,0.0,0.30216914415359497,21.540815353393555
0.10490703582763672,0.015625,0.3258288502693176,25.96213722229004
0.12873005867004395,0.0,0.2876429259777069,19.906497955322266
0.06734035164117813,0.0,0.37440821528434753,24.931848526000977
0.11097462475299835,0.0,0.32719388604164124,21.96554183959961
0.11839212477207184,0.0,0.3119935989379883,20.651317596435547
0.11148516088724136,0.0,0.2928878664970398,20.489883422851562
0.104885034263134,0.0,0.20984822511672974,17.36223602294922
0.08966704457998276,0.0,0.33393773436546326,21.640213012695312
0.11457730084657669,0.0,0.26483145356178284,19.793155670166016
0.1714869737625122,0.0625,0.3551952540874481,21.31109046936035
0.19388467073440552,0.0625,0.33022546768188477,19.831064224243164
0.08709456026554108,0.0,0.3075230121612549,18.50174331665039
0.06596318632364273,0.0,0.29389965534210205,19.067798614501953
0.10680892318487167,0.0,0.321772962808609,23.176069259643555
0.05742906033992767,0.0,0.29887285828590393,21.02142333984375
0.10567742586135864,0.0,0.42243629693984985,26.6038875579834
0.13068825006484985,0.0,0.2725317180156708,19.142532348632812
0.11241260170936584,0.03125,0.3195142447948456,23.424907684326172
0.23172985017299652,0.078125,0.2767936587333679,23.52090072631836
0.15766996145248413,0.046875,0.28479814529418945,21.705217361450195
0.0885247141122818,0.0,0.3602171242237091,22.210460662841797
0.15105298161506653,0.046875,0.3591969907283783,23.047941207885742
0.10437128692865372,0.0,0.35791119933128357,22.18132972717285
0.1183202713727951,0.0,0.2908729612827301,21.11000633239746
0.10438145697116852,0.0,0.35226404666900635,27.459949493408203
0.12047363072633743,0.015625,0.48611143231391907,29.03131866455078
0.10074974596500397,0.0,0.40552183985710144,24.686246871948242
0.10181902348995209,0.0,0.28640252351760864,22.415828704833984
0.12904632091522217,0.0,0.2496412992477417,18.841217041015625
